Id,mean_exam_points
10377,59.726065412746046
10378,83.19801544914272
10379,98.96800643191911
10380,72.06938285957919
10381,57.15288445511916
10382,53.5371887968499
10383,56.72837758543216
10384,57.31457243023736
10385,59.680157833795576
10386,53.64759262477874
10387,56.02600812974855
10388,74.18714320944609
10389,60.51932862403541
10390,62.33745375412592
10391,54.97607968365178
10392,59.77901444503817
10393,68.05641413668239
10394,70.78747426412323
10395,60.84585329834022
10396,72.06938285957919
10397,65.03359339921697
10398,92.92735164603005
10399,58.5345066871289
10400,58.995048957337644
10401,79.82273436913647
10402,58.197860358737884
10403,70.67132494382716
10404,76.82943077998364
10405,93.48773343067606
10406,70.64355620339799
10407,55.018509873802216
10408,54.23111207173292
10409,63.059643829986726
10410,59.680157833795576
10411,56.30717599597159
10412,60.59693223702806
10413,58.055450308218184
10414,57.743286717805496
10415,62.77725425896307
10416,87.76017134074078
10417,56.07580732948399
10418,61.096053025640316
10419,62.930730835049545
10420,56.42306460005199
10421,53.5371887968499
10422,54.049926910125365
10423,58.73010165004159
10424,97.98533270365549
10425,54.11955326199115
10426,72.95367616531273
10427,75.4677910761177
10428,71.16695065942635
10429,72.21605582232439
10430,57.07951290550197
10431,69.18395778528064
10432,72.3078889033378
10433,87.64994367753334
10434,69.7499675827969
10435,63.87142895792369
10436,79.01920562775916
10437,63.011288389114604
10438,58.10015958690167
10439,54.16108002325576
10440,72.13271512295442
10441,58.654789336724825
10442,56.962330320508556
10443,60.148229124505136
10444,52.879081753161415
10445,56.44546891250432
10446,57.743286717805496
10447,63.97691332754138
10448,59.092818260611615
10449,56.19151595949424
10450,74.00765771122832
10451,74.43228472230999
10452,73.58665938205439
10453,68.78904778200096
10454,72.27951031521404
10455,54.679832833307614
10456,90.01516943352983
10457,53.31703665567
10458,52.3095726491704
10459,56.495626061711455
10460,57.19692680326719
10461,56.32925817460561
10462,62.137645528224596
10463,58.5345066871289
10464,55.982831688741555
10465,56.53918218430087
10466,58.055450308218184
10467,64.66010135304067
10468,58.5345066871289
10469,53.93872662126119
10470,73.04675441336855
10471,56.72837758543216
10472,55.089335413203436
10473,55.54487880929659
10474,54.049926910125365
10475,56.61188699762975
10476,62.33745375412592
10477,55.61635532137452
10478,77.3961221090475
10479,71.16695065942635
10480,77.3961221090475
10481,60.84585329834022
10482,52.98817919136237
10483,72.27951031521404
10484,59.336112891942115
10485,56.53918218430087
10486,70.2670738154064
10487,60.59693223702806
10488,46.94310547870997
10489,61.497067693469575
10490,54.16134768456967
10491,58.5345066871289
10492,51.986958543267
10493,54.16134768456967
10494,55.96060373891431
10495,97.66804653528267
10496,52.16148292820393
10497,88.93680093176772
10498,57.388233863500425
10499,55.730878144800855
10500,57.388233863500425
10501,72.3078889033378
10502,76.67390171294507
10503,64.37055669247155
10504,58.5345066871289
10505,62.265005763147805
10506,75.92831987036388
10507,76.77109234318705
10508,70.52600534772473
10509,87.93676955136462
10510,54.97607968365178
10511,73.34415660449476
10512,56.53918218430087
10513,57.19692680326719
10514,55.089335413203436
10515,58.294363087333856
10516,76.64390353148653
10517,56.30717599597159
10518,59.80269497227694
10519,75.19169058996576
10520,59.70241394490391
10521,57.31457243023736
10522,63.269682116534355
10523,56.96204937366005
10524,72.13271512295442
10525,76.51867020344679
10526,50.688874534087844
10527,83.19801544914272
10528,61.80418870519776
10529,56.19151595949424
10530,56.495626061711455
10531,53.93872662126119
10532,55.91090280372571
10533,54.23111207173292
10534,72.06938285957919
10535,54.2729893455967
10536,58.67804304368893
10537,77.86776136763794
10538,61.425553786424636
10539,54.90539410301669
10540,60.29525692787121
10541,59.70241394490391
10542,54.90539410301669
10543,60.97068044132408
10544,54.34289201902976
10545,84.04147106976565
10546,59.77901444503817
10547,68.90225582538653
10548,73.19531237350475
10549,57.15288445511916
10550,73.46446821806555
10551,80.08542986154976
10552,57.388233863500425
10553,60.21802315500444
10554,54.679832833307614
10555,91.88543367094894
10556,54.11955326199115
10557,52.98817919136237
10558,59.53427350632929
10559,66.37586069294015
10560,63.65948340311031
10561,59.336112891942115
10562,58.89606570035477
10563,74.64027521477237
10564,78.7598094412692
10565,87.47388503778924
10566,54.34289201902976
10567,58.17478910367944
10568,58.2195864985123
10569,63.78982158554244
10570,57.743286717805496
10571,60.62092284649794
10572,76.98525790446539
10573,67.11615690571662
10574,63.011288389114604
10575,72.06938285957919
10576,55.61635532137452
10577,68.05641413668239
10578,88.82519034648006
10579,56.91149479790115
10580,60.59693223702806
10581,73.2883254508856
10582,81.16520170953085
10583,53.64759262477874
10584,60.148229124505136
10585,54.81428384225566
10586,45.08429902304506
10587,64.81765120840413
10588,72.21605582232439
10589,72.06938285957919
10590,52.879081753161415
10591,59.94781672841246
10592,48.8128091149684
10593,65.54170107946544
10594,53.49585782384552
10595,58.73010165004159
10596,58.8740976388117
10597,58.89606570035477
10598,54.56711693464877
10599,56.655529161866944
10600,57.388233863500425
10601,73.19531237350475
10602,62.930730835049545
10603,55.61635532137452
10604,89.65407405764711
10605,71.60258143284041
10606,78.66934182396096
10607,92.8110695753919
10608,58.5345066871289
10609,56.379594364163964
10610,60.348985917735654
10611,71.07649294115647
10612,60.148229124505136
10613,55.43044953638968
10614,73.49292935253715
10615,63.634344564536406
10616,65.2741387728115
10617,56.962330320508556
10618,62.33745375412592
10619,70.99440057838892
10620,55.089335413203436
10621,57.388233863500425
10622,55.54487880929659
10623,52.26915444161142
10624,72.06938285957919
10625,73.2883254508856
10626,71.60258143284041
10627,70.93201705421176
10628,73.04675441336855
10629,62.90586690945755
10630,54.049926910125365
10631,61.371209785065595
10632,72.06938285957919
10633,60.271686263499724
10634,76.61567488077404
10635,77.71024756815741
10636,57.743286717805496
10637,59.77901444503817
10638,63.87142895792369
10639,57.81040452092074
10640,63.03473125184853
10641,71.16695065942635
10642,58.73010165004159
10643,58.5345066871289
10644,54.90539410301669
10645,55.54487880929659
10646,58.5345066871289
10647,72.3078889033378
10648,59.481532112053
10649,57.388233863500425
10650,53.71672035056208
10651,86.94727513749599
10652,57.743286717805496
10653,57.743286717805496
10654,55.77386793002894
10655,50.47976765452976
10656,54.97607968365178
10657,71.07649294115647
10658,60.271686263499724
10659,60.69154032179503
10660,59.48123926296914
10661,90.12817771399307
10662,86.31540054776328
10663,57.743286717805496
10664,57.27044316439702
10665,72.60243916981094
10666,60.271686263499724
10667,58.17478910367944
10668,100.92381763469993
10669,61.245598257082776
10670,89.003793726413
10671,57.743286717805496
10672,62.54519347630434
10673,54.90539410301669
10674,73.3729312616612
10675,59.481532112053
10676,70.93201705421176
10677,92.62533840628305
10678,62.20995187658524
10679,59.481532112053
10680,65.14090821124535
10681,65.51585357627884
10682,74.82817150698577
10683,54.384852294788836
10684,59.94781672841246
10685,56.19151595949424
10686,56.30717599597159
10687,73.4373488851025
10688,53.427003606394784
10689,71.31188068218815
10690,58.5345066871289
10691,74.55428602170855
10692,73.2883254508856
10693,71.24923238767889
10694,74.15806619165043
10695,49.62670622261363
10696,56.30717599597159
10697,72.04109305456568
10698,87.93676955136462
10699,57.15288445511916
10700,72.06938285957919
10701,61.702129543109244
10702,58.5345066871289
10703,55.84562748076408
10704,58.67804304368893
10705,68.08321537832472
10706,59.53427350632929
10707,96.191579918044
10708,62.44051720515672
10709,61.096053025640316
10710,61.62317241940529
10711,54.679832833307614
10712,54.16134768456967
10713,59.9715612813575
10714,55.68137320704625
10715,58.437334943862886
10716,72.21605582232439
10717,76.77109234318705
10718,53.77960189375683
10719,58.91941106949693
10720,71.89475717514652
10721,56.53918218430087
10722,61.575870302405264
10723,65.67571306126399
10724,69.35232568686534
10725,53.427003606394784
10726,52.26915444161142
10727,56.72837758543216
10728,64.81765120840413
10729,71.16695065942635
10730,74.94381731841437
10731,79.66149219125907
10732,52.98817919136237
10733,56.495626061711455
10734,57.15288445511916
10735,55.96060373891431
10736,52.702245607605455
10737,53.5371887968499
10738,54.679832833307614
10739,72.06938285957919
10740,58.798608363470684
10741,73.2883254508856
10742,63.65948340311031
10743,58.97167487059875
10744,65.00793700526931
10745,82.92571901625278
10746,58.294363087333856
10747,92.62533840628305
10748,59.58007360625793
10749,59.336112891942115
10750,56.30717599597159
10751,56.379594364163964
10752,55.730878144800855
10753,62.082699287349875
10754,75.00990528932789
10755,63.65948340311031
10756,62.80206961773249
10757,58.33924875638409
10758,61.34693517102166
10759,57.27044316439702
10760,70.67132494382716
10761,54.679832833307614
10762,57.388233863500425
10763,56.42306460005199
10764,54.6795627086016
10765,59.481532112053
10766,69.6080539776069
10767,57.743286717805496
10768,63.011288389114604
10769,72.3078889033378
10770,50.31067044070201
10771,83.09317355536518
10772,58.5345066871289
10773,58.775308866405865
10774,58.89606570035477
10775,57.07951290550197
10776,52.91995400069728
10777,59.82499484254418
10778,53.93872662126119
10779,63.87142895792369
10780,58.17478910367944
10781,62.082699287349875
10782,58.5345066871289
10783,68.90225582538653
10784,61.371209785065595
10785,56.30717599597159
10786,71.45709078005707
10787,63.920414501016445
10788,71.803071410692
10789,79.92368753506267
10790,54.8630477663814
10791,54.90539410301669
10792,56.53918218430087
10793,70.58146542160753
10794,52.81099179805193
10795,72.06938285957919
10796,54.049926910125365
10797,54.16134768456967
10798,52.26915444161142
10799,74.43228472230999
10800,75.34437559339115
10801,59.65652377656506
10802,60.271686263499724
10803,73.04675441336855
10804,53.848893255453675
10805,73.19531237350475
10806,70.93201705421176
10807,78.7598094412692
10808,55.77386793002894
10809,59.58007360625793
10810,63.87142895792369
10811,54.23111207173292
10812,54.97607968365178
10813,54.679832833307614
10814,56.379594364163964
10815,62.80206961773249
10816,71.07649294115647
10817,54.679832833307614
10818,71.16695065942635
10819,57.19692680326719
10820,57.455239034671344
10821,60.51932862403541
10822,63.115415967069275
10823,76.67390171294507
10824,53.5371887968499
10825,93.30029150134024
10826,79.9530650937825
10827,71.24923238767889
10828,67.22829724578486
10829,59.11623835289137
10830,59.65652377656506
10831,59.336112891942115
10832,60.51932862403541
10833,50.1680394767739
10834,51.599421070548615
10835,73.2883254508856
10836,51.87984707264174
10837,59.58007360625793
10838,58.89606570035477
10839,65.03208838296743
10840,58.775308866405865
10841,55.61635532137452
10842,56.655529161866944
10843,56.962330320508556
10844,59.481532112053
10845,57.27044316439702
10846,55.430723225350334
10847,57.862010117146646
10848,54.97607968365178
10849,58.654789336724825
10850,49.524287922944765
10851,53.93872662126119
10852,60.348985917735654
10853,59.092818260611615
10854,107.11034402105908
10855,61.702129543109244
10856,72.06938285957919
10857,54.8630477663814
10858,58.8740976388117
10859,58.82191671198785
10860,56.30717599597159
10861,61.096053025640316
10862,59.214200071211245
10863,59.336112891942115
10864,54.679832833307614
10865,57.98096760007668
10866,63.011288389114604
10867,62.28962759397029
10868,56.19151595949424
10869,61.245598257082776
10870,71.16695065942635
10871,53.93872662126119
10872,74.15806619165043
10873,71.24923238767889
10874,59.481532112053
10875,57.411005862807244
10876,59.53427350632929
10877,58.775308866405865
10878,58.89606570035477
10879,69.32504955098122
10880,53.5371887968499
10881,72.3078889033378
10882,54.679832833307614
10883,60.348985917735654
10884,56.962330320508556
10885,71.89475717514652
10886,53.31703665567
10887,55.65926024128819
10888,72.3078889033378
10889,63.011288389114604
10890,61.425553786424636
10891,57.98096760007668
10892,53.5371887968499
10893,70.35655319205351
10894,57.27044316439702
10895,73.04675441336855
10896,72.60243916981094
10897,52.20182094114831
10898,53.66893668855413
10899,64.66010135304067
10900,58.055450308218184
10901,50.79361515644896
10902,59.481532112053
10903,59.58007360625793
10904,70.49991600490377
10905,53.5371887968499
10906,71.07649294115647
10907,58.67804304368893
10908,62.54519347630434
10909,54.11955326199115
10910,72.60243916981094
10911,57.93634627969375
10912,77.86776136763794
10913,59.35933307899669
10914,59.336112891942115
10915,87.47388503778924
10916,56.67802208089589
10917,54.97607968365178
10918,73.6138309478219
10919,69.46641479114182
10920,83.2609459501556
10921,65.80998621983474
10922,53.316773009805274
10923,60.07088003232817
10924,84.38093413718673
10925,63.011288389114604
10926,55.430723225350334
10927,57.743286717805496
10928,63.011288389114604
10929,58.003965145352744
10930,84.38093413718673
10931,43.17350584923027
10932,59.336112891942115
10933,91.33445882278302
10934,56.962330320508556
10935,58.73010165004159
10936,68.3950375025835
10937,59.092818260611615
10938,58.003965145352744
10939,64.02597608839737
10940,55.96060373891431
10941,59.680157833795576
10942,72.04109305456568
10943,58.67804304368893
10944,58.294363087333856
10945,61.59880250132086
10946,61.29983586856787
10947,57.98096760007668
10948,66.49336900500877
10949,58.654789336724825
10950,57.07951290550197
10951,70.93167066423968
10952,59.58007360625793
10953,70.2670738154064
10954,57.862010117146646
10955,58.10015958690167
10956,53.93872662126119
10957,55.018509873802216
10958,60.543289829203836
10959,58.53421830717173
10960,54.049926910125365
10961,57.862010117146646
10962,74.30876408698624
10963,54.90539410301669
10964,63.89517730184166
10965,61.449858152780635
10966,58.798608363470684
10967,61.245598257082776
10968,57.743286717805496
10969,60.148229124505136
10970,58.2195864985123
10971,56.379594364163964
10972,88.82519034648006
10973,61.245598257082776
10974,78.12438450803964
10975,49.5882885097983
10976,56.02600812974855
10977,60.39538595269514
10978,62.80206961773249
10979,54.454893505826654
10980,75.65062589833956
10981,55.1318496089217
10982,72.27951031521404
10983,74.58351009717967
10984,56.42306460005199
10985,59.680157833795576
10986,58.67804304368893
10987,58.775308866405865
10988,62.80206961773249
10989,58.055450308218184
10990,57.98096760007668
10991,58.775308866405865
10992,59.77901444503817
10993,73.2883254508856
10994,57.862010117146646
10995,60.543289829203836
10996,58.414172681022606
10997,58.91941106949693
10998,58.437334943862886
10999,73.40855029265965
11000,65.64981517769495
11001,54.2729893455967
11002,70.52763112762118
11003,55.430723225350334
11004,59.680157833795576
11005,54.8630477663814
11006,54.56711693464877
11007,63.011288389114604
11008,57.15288445511916
11009,58.67804304368893
11010,59.23766625130518
11011,70.90380480828435
11012,60.148229124505136
11013,79.92368753506267
11014,58.97167487059875
11015,72.45502211522107
11016,55.84562748076408
11017,59.481532112053
11018,72.3078889033378
11019,55.88870228480478
11020,58.67804304368893
11021,80.1461420355063
11022,72.8055830788465
11023,57.743286717805496
11024,59.65652377656506
11025,58.5345066871289
11026,57.27044316439702
11027,54.97607968365178
11028,87.64994367753334
11029,54.679832833307614
11030,56.19151595949424
11031,89.003793726413
11032,73.40855029265965
11033,55.84562748076408
11034,56.42306460005199
11035,85.5150591796151
11036,71.16695065942635
11037,75.71693484505619
11038,56.962330320508556
11039,54.79250189113489
11040,63.65948340311031
11041,63.78982158554244
11042,53.5371887968499
11043,73.2883254508856
11044,74.00765771122832
11045,70.93201705421176
11046,83.70288616075547
11047,91.33445882278302
11048,57.93634627969375
11049,61.67772976708308
11050,58.2195864985123
11051,59.04045158664872
11052,84.99951702859823
11053,63.920414501016445
11054,69.95401262760817
11055,70.2670738154064
11056,63.059643829986726
11057,73.04675441336855
11058,92.74140344099499
11059,56.30717599597159
11060,87.82633416764817
11061,56.42306460005199
11062,59.53427350632929
11063,78.7598094412692
11064,71.89475717514652
11065,54.8630477663814
11066,71.51159829754421
11067,58.67804304368893
11068,54.8630477663814
11069,59.11623835289137
11070,79.92368753506267
11071,78.60059301972375
11072,63.65948340311031
11073,59.481532112053
11074,72.86952857971083
11075,70.93201705421176
11076,59.680157833795576
11077,69.72415101819914
11078,59.53427350632929
11079,73.04675441336855
11080,84.21104194319297
11081,60.271686263499724
11082,91.22003798586785
11083,54.79250189113489
11084,72.06938285957919
11085,66.37586069294015
11086,73.64270582798764
11087,86.6634744158821
11088,51.686590296295066
11089,53.31703665567
11090,66.92812760495343
11091,59.336112891942115
11092,54.11955326199115
11093,63.65948340311031
11094,54.049926910125365
11095,57.15288445511916
11096,53.93872662126119
11097,63.634344564536406
11098,61.449858152780635
11099,53.93872662126119
11100,54.679832833307614
11101,71.16695065942635
11102,86.6634744158821
11103,76.92680767557863
11104,72.3078889033378
11105,62.265005763147805
11106,59.90174594076291
11107,71.31188068218815
11108,57.10188574400645
11109,54.454893505826654
11110,54.11955326199115
11111,73.04675441336855
11112,58.775308866405865
11113,56.379594364163964
11114,68.98204823995205
11115,55.15376120706511
11116,85.68741955959892
11117,70.49991600490377
11118,119.63011812236451
11119,60.869938202106155
11120,59.84869281146178
11121,71.89475717514652
11122,65.94452101165773
11123,80.73588009393809
11124,96.50440678684346
11125,62.265005763147805
11126,57.862010117146646
11127,64.15703041820416
11128,65.80998621983474
11129,64.00218134168625
11130,72.13271512295442
11131,56.30717599597159
11132,56.53918218430087
11133,76.02498687211947
11134,61.245598257082776
11135,85.34302413598787
11136,55.20281536083003
11137,79.98428414696228
11138,76.51867020344679
11139,62.28962759397029
11140,65.80998621983474
11141,75.41043061956753
11142,54.679832833307614
11143,72.36301184200165
11144,55.61635532137452
11145,60.47283745115058
11146,65.94452101165773
11147,55.86781156495552
11148,53.66893668855413
11149,58.775308866405865
11150,56.19151595949424
11151,66.57050430029501
11152,62.05815564647374
11153,60.72127070826402
11154,72.06938285957919
11155,54.11955326199115
11156,71.51159829754421
11157,60.47283745115058
11158,83.09317355536518
11159,56.53918218430087
11160,58.67804304368893
11161,58.89606570035477
11162,73.4373488851025
11163,54.679832833307614
11164,54.679832833307614
11165,58.67804304368893
11166,60.271686263499724
11167,72.21605582232439
11168,59.627292662325736
11169,72.54547338914156
11170,57.862010117146646
11171,53.60617964399979
11172,77.23913395184466
11173,62.80206961773249
11174,52.094283036070784
11175,94.05081207679794
11176,56.19151595949424
11177,72.04109305456568
11178,63.65948340311031
11179,64.10787180865661
11180,86.77253935127129
11181,59.457973397958206
11182,54.2729893455967
11183,72.45502211522107
11184,59.53427350632929
11185,55.54487880929659
11186,58.67804304368893
11187,72.45502211522107
11188,43.77127077725022
11189,63.14035900285554
11190,88.82519034648006
11191,55.91090280372571
11192,75.43997215339556
11193,62.082699287349875
11194,85.5150591796151
11195,56.962330320508556
11196,70.93201705421176
11197,57.43245020342974
11198,63.269682116534355
11199,57.52907389479619
11200,54.34289201902976
11201,82.25867055472148
11202,72.13271512295442
11203,59.092818260611615
11204,52.16148292820393
11205,51.55953162888203
11206,66.21437732389252
11207,64.0512625976936
11208,75.25761897674145
11209,56.72837758543216
11210,66.57050430029501
11211,55.38120101843166
11212,53.71672035056208
11213,71.89475717514652
11214,56.00376371548415
11215,58.5345066871289
11216,72.27951031521404
11217,54.11955326199115
11218,71.48516297622244
11219,71.77653387016956
11220,57.21962596462264
11221,52.59371503544382
11222,71.89475717514652
11223,53.93872662126119
11224,54.11955326199115
11225,83.36598680910346
11226,59.90174594076291
11227,57.07951290550197
11228,63.65948340311031
11229,58.65450038879242
11230,62.80206961773249
11231,71.60258143284041
11232,62.80206961773249
11233,57.93634627969375
11234,51.28102838142779
11235,71.24888452747669
11236,54.679832833307614
11237,60.148229124505136
11238,58.53421830717173
11239,58.775308866405865
11240,62.986394059520066
11241,59.603678655863526
11242,77.71024756815741
11243,89.18273304880758
11244,60.39538595269514
11245,58.654789336724825
11246,54.99793177828302
11247,72.62926621174233
11248,60.271686263499724
11249,72.86988394035312
11250,52.81099179805193
11251,67.58805368539717
11252,67.06483906993809
11253,54.11955326199115
11254,94.16854123796064
11255,56.72837758543216
11256,66.81646412272116
11257,88.64692237089145
11258,59.53427350632929
11259,60.147933132951955
11260,54.16134768456967
11261,58.798608363470684
11262,59.80269497227694
11263,56.495626061711455
11264,83.70329118806994
11265,56.19151595949424
11266,58.5345066871289
11267,60.39538595269514
11268,55.54487880929659
11269,74.33789704696
11270,62.80206961773249
11271,82.0212340068902
11272,51.493079078641145
